id,observed_on_string,observed_on,time_observed_at,time_zone,user_id,user_login,user_name,created_at,updated_at,quality_grade,license,url,image_url,sound_url,tag_list,description,num_identification_agreements,num_identification_disagreements,captive_cultivated,oauth_application_id,latitude,longitude,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id,taxon_kingdom_name,taxon_phylum_name,taxon_subphylum_name,taxon_superclass_name,taxon_class_name,taxon_subclass_name,taxon_superorder_name,taxon_order_name,taxon_suborder_name,taxon_superfamily_name,taxon_family_name,taxon_subfamily_name,taxon_supertribe_name,taxon_tribe_name,taxon_subtribe_name,taxon_genus_name,taxon_genushybrid_name,taxon_species_name,taxon_hybrid_name,taxon_subspecies_name,taxon_variety_name,taxon_form_name
51029582,2020-06-26T16:27:41-05:00,2020-06-26,2020-06-26 21:27:41 UTC,Central Time (US & Canada),11469,kevinparker,Kevin Parker,2020-06-26 21:30:53 UTC,2020-06-30 09:08:16 UTC,research,CC-BY-SA,https://www.inaturalist.org/observations/51029582,https://inaturalist-open-data.s3.amazonaws.com/photos/81057484/medium.jpeg,,"",,1,0,false,333,30.2065563202,-97.8186340332,Differential Grasshopper,Melanoplus differentialis,Differential Grasshopper,Insecta,63518,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Orthoptera,Caelifera,Acridoidea,Acrididae,Melanoplinae,,Melanoplini,,Melanoplus,,Melanoplus differentialis,,,,
51289490,2020-06-28T16:48:10-05:00,2020-06-28,2020-06-28 21:48:10 UTC,Central Time (US & Canada),11469,kevinparker,Kevin Parker,2020-06-28 21:53:39 UTC,2020-06-30 14:37:01 UTC,research,CC-BY-SA,https://www.inaturalist.org/observations/51289490,https://inaturalist-open-data.s3.amazonaws.com/photos/81476494/medium.jpeg,,"",,1,0,false,333,30.2065143585,-97.818611145,Chrysis angolensis,Chrysis angolensis,Metallic Bluish-green Cuckoo Wasp,Insecta,325772,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Chrysidoidea,Chrysididae,Chrysidinae,,Chrysidini,,Chrysis,,Chrysis angolensis,,,,
51659498,2020/06/19 10:19 PM CDT,2020-06-19,2020-06-20 03:19:00 UTC,Central Time (US & Canada),11469,kevinparker,Kevin Parker,2020-07-02 03:21:32 UTC,2020-07-07 18:00:15 UTC,research,CC-BY-SA,https://www.inaturalist.org/observations/51659498,https://inaturalist-open-data.s3.amazonaws.com/photos/82089903/medium.jpg,,"",found two alive but trapped in light fixture; released after photographing,2,0,false,,30.2066130863,-97.8183814408,Little mesquite cicada,Pacarina puella,Little mesquite cicada,Insecta,244023,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Auchenorrhyncha,Cicadoidea,Cicadidae,Cicadinae,,Fidicinini,,Pacarina,,Pacarina puella,,,,
51660280,2020/06/07 5:45 PM CDT,2020-06-07,2020-06-07 22:45:00 UTC,Central Time (US & Canada),11469,kevinparker,Kevin Parker,2020-07-02 03:36:21 UTC,2020-07-03 07:00:52 UTC,research,CC-BY-SA,https://www.inaturalist.org/observations/51660280,https://inaturalist-open-data.s3.amazonaws.com/photos/82091314/medium.jpg,,"","",1,0,false,,30.2066254103,-97.8184719509,Texas Spiny Lizard,Sceloporus olivaceus,Texas Spiny Lizard,Reptilia,36202,Animalia,Chordata,Vertebrata,,Reptilia,,,Squamata,Sauria,,Phrynosomatidae,Sceloporinae,,,,Sceloporus,,Sceloporus olivaceus,,,,
52124997,2020-07-06T03:16:36-05:00,2020-07-06,2020-07-06 08:16:36 UTC,Central Time (US & Canada),11469,kevinparker,Kevin Parker,2020-07-06 08:19:46 UTC,2020-07-06 22:05:30 UTC,research,CC-BY-SA,https://www.inaturalist.org/observations/52124997,https://inaturalist-open-data.s3.amazonaws.com/photos/82844428/medium.jpeg,,"",,1,0,false,333,30.2065353394,-97.8186264038,Nearctic Blue Mud-dauber Wasp,Chalybion californicum,Common Blue Mud-dauber Wasp,Insecta,133790,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Sphecidae,Sceliphrinae,,Sceliphrini,,Chalybion,,Chalybion californicum,,,,
53235446,2020-07-15T18:21:44-05:00,2020-07-15,2020-07-15 23:21:44 UTC,Central Time (US & Canada),11469,kevinparker,Kevin Parker,2020-07-16 07:45:39 UTC,2020-09-02 06:02:42 UTC,research,CC-BY-SA,https://www.inaturalist.org/observations/53235446,https://inaturalist-open-data.s3.amazonaws.com/photos/84661701/medium.jpeg,,"",,2,0,false,333,30.2065143585,-97.818649292,Monarch,Danaus plexippus,Monarch,Insecta,48662,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Papilionoidea,Nymphalidae,Danainae,,Danaini,Danaina,Danaus,,Danaus plexippus,,,,
53597590,2020-07-18T19:14:08-05:00,2020-07-18,2020-07-19 00:14:08 UTC,Central Time (US & Canada),11469,kevinparker,Kevin Parker,2020-07-19 14:05:37 UTC,2022-04-28 20:11:33 UTC,research,CC-BY-SA,https://www.inaturalist.org/observations/53597590,https://inaturalist-open-data.s3.amazonaws.com/photos/85253193/medium.jpeg,,"",,2,0,false,333,30.2064723969,-97.818649292,Parancistrocerus minimoferus,Parancistrocerus minimoferus,,Insecta,931852,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Vespoidea,Vespidae,Eumeninae,,,,Parancistrocerus,,Parancistrocerus minimoferus,,,,
53597902,2020-07-18T19:12:53-05:00,2020-07-18,2020-07-19 00:12:53 UTC,Central Time (US & Canada),11469,kevinparker,Kevin Parker,2020-07-19 14:08:40 UTC,2023-12-03 05:18:56 UTC,research,CC-BY-SA,https://www.inaturalist.org/observations/53597902,https://inaturalist-open-data.s3.amazonaws.com/photos/85253845/medium.jpeg,,"",,2,0,false,333,30.206526,-97.8186442,Parkinsonia Horse-fly Carpenter,Xylocopa tabaniformis parkinsoniae,Parkinsonia Horse-fly Carpenter,Insecta,325907,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Apidae,Xylocopinae,,Xylocopini,,Xylocopa,,Xylocopa tabaniformis,,Xylocopa tabaniformis parkinsoniae,,
54224412,2020-07-24T20:40:59-05:00,2020-07-24,2020-07-25 01:40:59 UTC,Central Time (US & Canada),11469,kevinparker,Kevin Parker,2020-07-25 01:41:19 UTC,2020-07-25 02:15:38 UTC,research,CC-BY-SA,https://www.inaturalist.org/observations/54224412,https://inaturalist-open-data.s3.amazonaws.com/photos/86271297/medium.jpeg,,"",,1,0,false,333,30.2069971,-97.8195097,Indian Mallow,Abutilon fruticosum,Texas Indian mallow,Plantae,157838,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Malvales,,,Malvaceae,Malvoideae,,Malveae,,Abutilon,,Abutilon fruticosum,,,,
55328273,2020-08-03T16:18:13-05:00,2020-08-03,2020-08-03 21:18:13 UTC,Central Time (US & Canada),11469,kevinparker,Kevin Parker,2020-08-03 22:14:45 UTC,2020-08-03 22:21:26 UTC,research,CC-BY-SA,https://www.inaturalist.org/observations/55328273,https://inaturalist-open-data.s3.amazonaws.com/photos/88093618/medium.jpeg,,"",,1,0,false,333,30.2065258026,-97.8186569214,Painted Lady,Vanessa cardui,Painted Lady,Insecta,48548,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Papilionoidea,Nymphalidae,Nymphalinae,,Nymphalini,,Vanessa,,Vanessa cardui,,,,
55328435,2020-08-03T16:22:07-05:00,2020-08-03,2020-08-03 21:22:07 UTC,Central Time (US & Canada),11469,kevinparker,Kevin Parker,2020-08-03 22:17:09 UTC,2024-02-16 22:50:15 UTC,research,CC-BY-SA,https://www.inaturalist.org/observations/55328435,https://inaturalist-open-data.s3.amazonaws.com/photos/88094012/medium.jpeg,,"",,4,0,false,333,30.2065258026,-97.8186569214,American Bumble Bee,Bombus pensylvanicus,American Bumble Bee,Insecta,56887,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Apidae,Apinae,,Bombini,,Bombus,,Bombus pensylvanicus,,,,
57194795,2020-08-22 1:02:40 AM CDT,2020-08-22,2020-08-22 06:02:40 UTC,Central Time (US & Canada),11469,kevinparker,Kevin Parker,2020-08-22 06:44:24 UTC,2020-08-22 07:01:52 UTC,research,CC-BY-SA,https://www.inaturalist.org/observations/57194795,https://inaturalist-open-data.s3.amazonaws.com/photos/91210952/medium.jpg,,"",,1,0,false,2,30.2065111111,-97.8186083333,Gulf Coast Toad,Incilius nebulifer,Gulf Coast Toad,Amphibia,65849,Animalia,Chordata,Vertebrata,,Amphibia,,,Anura,,,Bufonidae,,,,,Incilius,,Incilius nebulifer,,,,
58295051,2020-09-01 4:47:43 PM CDT,2020-09-01,2020-09-01 21:47:43 UTC,Central Time (US & Canada),11469,kevinparker,Kevin Parker,2020-09-02 00:33:50 UTC,2021-04-16 21:02:08 UTC,research,CC-BY-SA,https://www.inaturalist.org/observations/58295051,https://inaturalist-open-data.s3.amazonaws.com/photos/93056181/medium.jpeg,,"",,1,0,false,2,30.2065222222,-97.81865,Anthomyia illocata,Anthomyia illocata,,Insecta,424957,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Brachycera,Muscoidea,Anthomyiidae,,,,,Anthomyia,,Anthomyia illocata,,,,
59832246,2020-09-16T17:16:11-05:00,2020-09-16,2020-09-16 22:16:11 UTC,Central Time (US & Canada),11469,kevinparker,Kevin Parker,2020-09-16 23:56:26 UTC,2020-09-17 03:20:55 UTC,research,CC-BY-SA,https://www.inaturalist.org/observations/59832246,https://inaturalist-open-data.s3.amazonaws.com/photos/95631401/medium.jpeg,,"",,2,0,false,333,30.2065086365,-97.8186416626,Pipevine Swallowtail,Battus philenor,Pipevine Swallowtail,Insecta,49972,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Papilionoidea,Papilionidae,Papilioninae,,Troidini,Battina,Battus,,Battus philenor,,,,
60017532,2020-09-18T17:13:19-05:00,2020-09-18,2020-09-18 22:13:19 UTC,Central Time (US & Canada),11469,kevinparker,Kevin Parker,2020-09-18 22:39:55 UTC,2020-09-22 22:21:18 UTC,research,CC-BY-SA,https://www.inaturalist.org/observations/60017532,https://inaturalist-open-data.s3.amazonaws.com/photos/95938159/medium.jpeg,,"",,2,0,false,333,30.2065258026,-97.8186645508,Yellow Garden Spider,Argiope aurantia,Yellow Garden Spider,Arachnida,67707,Animalia,Arthropoda,Chelicerata,,Arachnida,,,Araneae,Araneomorphae,Araneoidea,Araneidae,Argiopinae,,,,Argiope,,Argiope aurantia,,,,
60488331,2020/09/22 5:05 PM CDT,2020-09-22,2020-09-22 22:05:00 UTC,Central Time (US & Canada),316477,tcouncil,Todd Council,2020-09-23 03:40:29 UTC,2024-04-13 21:10:10 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/60488331,https://inaturalist-open-data.s3.amazonaws.com/photos/96726804/medium.jpg,,"",https://bugguide.net/node/view/492384,1,0,false,,30.3703548262,-97.8184518728,Haplorhynchites quadripennis,Haplorhynchites quadripennis,,Insecta,932548,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Curculionoidea,Attelabidae,Rhynchitinae,,Rhynchitini,,Haplorhynchites,,Haplorhynchites quadripennis,,,,
65039764,2020-11-16T16:32:35-06:00,2020-11-16,2020-11-16 22:32:35 UTC,Central Time (US & Canada),11469,kevinparker,Kevin Parker,2020-11-16 22:33:20 UTC,2020-11-17 09:27:41 UTC,research,CC-BY-SA,https://www.inaturalist.org/observations/65039764,https://inaturalist-open-data.s3.amazonaws.com/photos/104653362/medium.jpeg,,"",,2,0,false,333,30.2071476,-97.8212134,Lindheimer's silktassel,Garrya lindheimeri,Lindheimer's silktassel,Plantae,943258,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Garryales,,,Garryaceae,,,,,Garrya,,Garrya lindheimeri,,,,
65039985,2020-11-16T16:36:15-06:00,2020-11-16,2020-11-16 22:36:15 UTC,Central Time (US & Canada),11469,kevinparker,Kevin Parker,2020-11-16 22:37:33 UTC,2020-11-24 00:37:53 UTC,research,CC-BY-SA,https://www.inaturalist.org/observations/65039985,https://inaturalist-open-data.s3.amazonaws.com/photos/104653868/medium.jpeg,,"",,2,0,false,333,30.2066255,-97.8206374,Yaupon Holly,Ilex vomitoria,Yaupon Holly,Plantae,119955,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Aquifoliales,,,Aquifoliaceae,,,,,Ilex,,Ilex vomitoria,,,,
65040362,2020-11-16T16:42:12-06:00,2020-11-16,2020-11-16 22:42:12 UTC,Central Time (US & Canada),11469,kevinparker,Kevin Parker,2020-11-16 22:43:43 UTC,2020-11-17 03:24:54 UTC,research,CC-BY-SA,https://www.inaturalist.org/observations/65040362,https://inaturalist-open-data.s3.amazonaws.com/photos/104654493/medium.jpeg,,"",,1,0,false,333,30.2068317,-97.8196598,Prairie Tea,Croton monanthogynus,Prairie Tea,Plantae,155299,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Malpighiales,,,Euphorbiaceae,Crotonoideae,,Crotoneae,,Croton,,Croton monanthogynus,,,,
65040520,2020-11-16T16:44:38-06:00,2020-11-16,2020-11-16 22:44:38 UTC,Central Time (US & Canada),11469,kevinparker,Kevin Parker,2020-11-16 22:45:44 UTC,2020-11-17 03:24:04 UTC,research,CC-BY-SA,https://www.inaturalist.org/observations/65040520,https://inaturalist-open-data.s3.amazonaws.com/photos/104654701/medium.jpeg,,"",,1,0,false,333,30.2069416,-97.8195228,Stretchberry,Forestiera pubescens,Stretchberry,Plantae,58211,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,Oleaceae,,,,,Forestiera,,Forestiera pubescens,,,,
65040853,2020-11-16T16:51:11-06:00,2020-11-16,2020-11-16 22:51:11 UTC,Central Time (US & Canada),11469,kevinparker,Kevin Parker,2020-11-16 22:51:55 UTC,2020-11-17 03:23:23 UTC,research,CC-BY-SA,https://www.inaturalist.org/observations/65040853,https://inaturalist-open-data.s3.amazonaws.com/photos/104655430/medium.jpeg,,"",,1,0,false,333,30.2070183,-97.8195536,Southwestern Bristlegrass,Setaria scheelei,Southwestern Bristlegrass,Plantae,168888,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Poaceae,Panicoideae,,Paniceae,Cenchrinae,Setaria,,Setaria scheelei,,,,
66217009,2020-12-06T16:22:13-06:00,2020-12-06,2020-12-06 22:22:13 UTC,Central Time (US & Canada),11469,kevinparker,Kevin Parker,2020-12-06 22:23:22 UTC,2020-12-07 02:52:37 UTC,research,CC-BY-SA,https://www.inaturalist.org/observations/66217009,https://inaturalist-open-data.s3.amazonaws.com/photos/106692649/medium.jpeg,,"",,1,0,false,333,30.2069164,-97.8207902,Bush croton,Croton fruticulosus,Bush croton,Plantae,161160,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Malpighiales,,,Euphorbiaceae,Crotonoideae,,Crotoneae,,Croton,,Croton fruticulosus,,,,
66926713,2020-12-22T12:12:07-06:00,2020-12-22,2020-12-22 18:12:07 UTC,Central Time (US & Canada),11469,kevinparker,Kevin Parker,2020-12-22 18:15:04 UTC,2020-12-23 01:09:31 UTC,research,CC-BY-SA,https://www.inaturalist.org/observations/66926713,https://inaturalist-open-data.s3.amazonaws.com/photos/108006292/medium.jpeg,,"",,2,0,false,333,30.2065105438,-97.8186416626,Elf Shoe Stink Bug,Menecles insertus,Elf Shoe Stink Bug,Insecta,127365,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Pentatomoidea,Pentatomidae,Pentatominae,,Carpocorini,,Menecles,,Menecles insertus,,,,
66939561,2020-12-22T17:26:50-06:00,2020-12-22,2020-12-22 23:26:50 UTC,Central Time (US & Canada),11469,kevinparker,Kevin Parker,2020-12-22 23:28:41 UTC,2021-12-19 15:31:02 UTC,research,CC-BY-SA,https://www.inaturalist.org/observations/66939561,https://inaturalist-open-data.s3.amazonaws.com/photos/108029225/medium.jpeg,,"",,1,0,false,333,30.2065944672,-97.8185882568,Eastern Leaf-footed Bug,Leptoglossus phyllopus,Eastern Leaf-footed Bug,Insecta,61256,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Coreoidea,Coreidae,Coreinae,,Anisoscelini,,Leptoglossus,,Leptoglossus phyllopus,,,,
67633175,2021-01-05T13:46:13-06:00,2021-01-05,2021-01-05 19:46:13 UTC,Central Time (US & Canada),11469,kevinparker,Kevin Parker,2021-01-05 20:28:11 UTC,2021-01-05 23:55:12 UTC,research,CC-BY-SA,https://www.inaturalist.org/observations/67633175,https://inaturalist-open-data.s3.amazonaws.com/photos/109320450/medium.jpeg,,"",,1,0,false,333,30.2051391602,-97.8223266602,Agarita,Berberis trifoliolata,Agarita,Plantae,273862,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ranunculales,,,Berberidaceae,Berberidoideae,,Berberideae,Berberidinae,Berberis,,Berberis trifoliolata,,,,
67633273,2021-01-05T13:35:06-06:00,2021-01-05,2021-01-05 19:35:06 UTC,Central Time (US & Canada),11469,kevinparker,Kevin Parker,2021-01-05 20:31:12 UTC,2021-01-06 00:59:56 UTC,research,CC-BY-SA,https://www.inaturalist.org/observations/67633273,https://inaturalist-open-data.s3.amazonaws.com/photos/109320670/medium.jpeg,,"",,1,0,false,333,30.2043685913,-97.8236618042,tree privet,Ligustrum lucidum,glossy privet,Plantae,77740,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,Oleaceae,,,,,Ligustrum,,Ligustrum lucidum,,,,
68470582,2008/11/11 1:35 PM EST,2008-11-11,2008-11-11 18:35:00 UTC,Eastern Time (US & Canada),2106581,jakemccumber,Jake McCumber,2021-01-23 01:16:33 UTC,2022-11-04 19:16:44 UTC,research,CC-BY-SA,https://www.inaturalist.org/observations/68470582,https://inaturalist-open-data.s3.amazonaws.com/photos/110875198/medium.jpg,,"","""pallid"" morph",2,0,false,,30.3106318024,-97.7608827121,Fox Squirrel,Sciurus niger,Fox Squirrel,Mammalia,46020,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Euarchontoglires,Rodentia,Sciuromorpha,,Sciuridae,Sciurinae,,Sciurini,,Sciurus,,Sciurus niger,,,,
69025911,2021-02-03T16:01:26-06:00,2021-02-03,2021-02-03 22:01:26 UTC,Central Time (US & Canada),11469,kevinparker,Kevin Parker,2021-02-03 23:42:14 UTC,2021-03-18 02:45:40 UTC,research,CC-BY-SA,https://www.inaturalist.org/observations/69025911,https://inaturalist-open-data.s3.amazonaws.com/photos/111912856/medium.jpeg,,"",,2,0,false,333,30.2065219879,-97.8186187744,Cedar Waxwing,Bombycilla cedrorum,Cedar Waxwing,Aves,7428,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Bombycillidae,,,,,Bombycilla,,Bombycilla cedrorum,,,,
71231216,2021-03-14 12:58:59 PM CDT,2021-03-14,2021-03-14 22:58:59 UTC,Hawaii,816879,csunfoley,Brian Foley,2021-03-14 18:00:51 UTC,2021-03-14 18:07:39 UTC,research,CC-BY-SA,https://www.inaturalist.org/observations/71231216,https://inaturalist-open-data.s3.amazonaws.com/photos/115937357/medium.jpeg,,"",,1,0,false,2,30.27403502,-97.74254295,Great-tailed Grackle,Quiscalus mexicanus,Great-tailed Grackle,Aves,9607,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Icteridae,,,,,Quiscalus,,Quiscalus mexicanus,,,,
71339168,2021-03-15 17:18:55-05:00,2021-03-15,2021-03-15 22:18:55 UTC,America/New_York,11469,kevinparker,Kevin Parker,2021-03-16 02:08:55 UTC,2021-03-16 02:35:25 UTC,research,CC-BY-SA,https://www.inaturalist.org/observations/71339168,https://inaturalist-open-data.s3.amazonaws.com/photos/116134398/medium.jpeg,,"",,2,0,false,333,30.2064971924,-97.8186264038,crowpoison,Nothoscordum bivalve,crowpoison,Plantae,125462,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Asparagales,,,Amaryllidaceae,Allioideae,,Gilliesieae,Leucocoryninae,Nothoscordum,,Nothoscordum bivalve,,,,
71339250,2021-03-15 17:19:24-05:00,2021-03-15,2021-03-15 22:19:24 UTC,America/Detroit,11469,kevinparker,Kevin Parker,2021-03-16 02:09:53 UTC,2021-03-16 02:13:46 UTC,research,CC-BY-SA,https://www.inaturalist.org/observations/71339250,https://inaturalist-open-data.s3.amazonaws.com/photos/116134481/medium.jpeg,,"",,1,0,false,333,30.2064971924,-97.8186264038,henbit deadnettle,Lamium amplexicaule,henbit deadnettle,Plantae,55459,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,Lamiaceae,Lamioideae,,Lamieae,,Lamium,,Lamium amplexicaule,,,,
71911850,2021-03-23 7:08:01 PM CDT,2021-03-23,2021-03-24 02:08:01 UTC,Pacific Time (US & Canada),23600,cyrusharp,Cyrus Harp,2021-03-24 00:09:34 UTC,2023-11-28 06:09:28 UTC,research,CC-BY-SA,https://www.inaturalist.org/observations/71911850,https://inaturalist-open-data.s3.amazonaws.com/photos/117156294/medium.jpeg,,"",,2,0,false,2,30.3038839018,-97.6371762715,crowpoison,Nothoscordum bivalve,crowpoison,Plantae,125462,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Asparagales,,,Amaryllidaceae,Allioideae,,Gilliesieae,Leucocoryninae,Nothoscordum,,Nothoscordum bivalve,,,,
71912315,2021-03-23 7:15:13 PM CDT,2021-03-23,2021-03-24 02:15:13 UTC,Pacific Time (US & Canada),23600,cyrusharp,Cyrus Harp,2021-03-24 00:16:42 UTC,2023-11-28 06:09:28 UTC,research,CC-BY-SA,https://www.inaturalist.org/observations/71912315,https://inaturalist-open-data.s3.amazonaws.com/photos/117157148/medium.jpeg,,"",,1,0,false,2,30.3028926998,-97.6352181751,Tenpetal Anemone,Anemone berlandieri,Tenpetal Anemone,Plantae,141532,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ranunculales,,,Ranunculaceae,Ranunculoideae,,Anemoneae,,Anemone,,Anemone berlandieri,,,,
72204765,2021-03-27 4:19:06 PM CDT,2021-03-27,2021-03-27 23:19:06 UTC,Pacific Time (US & Canada),23600,cyrusharp,Cyrus Harp,2021-03-27 21:21:06 UTC,2023-11-28 06:09:28 UTC,research,CC-BY-SA,https://www.inaturalist.org/observations/72204765,https://inaturalist-open-data.s3.amazonaws.com/photos/117682861/medium.jpeg,,"",In creek bed,1,0,false,2,30.263927076,-97.7739428636,Browne's Savory,Clinopodium brownei,Browne's Savory,Plantae,132127,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,Lamiaceae,Nepetoideae,,Mentheae,Menthinae,Clinopodium,,Clinopodium brownei,,,,
72205576,2021-03-27 4:27:44 PM CDT,2021-03-27,2021-03-27 23:27:44 UTC,Pacific Time (US & Canada),23600,cyrusharp,Cyrus Harp,2021-03-27 21:29:12 UTC,2023-11-28 06:09:28 UTC,research,CC-BY-SA,https://www.inaturalist.org/observations/72205576,https://inaturalist-open-data.s3.amazonaws.com/photos/117684140/medium.jpeg,,"",,1,0,false,2,30.2631256,-97.7737603,common hedge parsley,Torilis arvensis,common hedge parsley,Plantae,56846,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Apiales,,,Apiaceae,Apioideae,,Scandiceae,Torilidinae,Torilis,,Torilis arvensis,,,,
72205708,2021-03-27 4:29:41 PM CDT,2021-03-27,2021-03-27 23:29:41 UTC,Pacific Time (US & Canada),23600,cyrusharp,Cyrus Harp,2021-03-27 21:30:20 UTC,2023-11-28 06:09:28 UTC,research,CC-BY-SA,https://www.inaturalist.org/observations/72205708,https://inaturalist-open-data.s3.amazonaws.com/photos/117684323/medium.jpeg,,"",,1,0,false,2,30.2630922,-97.7738777,Japanese honeysuckle,Lonicera japonica,Japanese honeysuckle,Plantae,77835,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Dipsacales,,,Caprifoliaceae,Caprifolioideae,,,,Lonicera,,Lonicera japonica,,,,
72206007,2021-03-27 4:31:51 PM CDT,2021-03-27,2021-03-27 23:31:51 UTC,Pacific Time (US & Canada),23600,cyrusharp,Cyrus Harp,2021-03-27 21:32:55 UTC,2023-11-28 06:09:28 UTC,research,CC-BY-SA,https://www.inaturalist.org/observations/72206007,https://inaturalist-open-data.s3.amazonaws.com/photos/117684792/medium.jpeg,,"",,2,0,false,2,30.2630724,-97.7737565,Shepherd's-needle,Scandix pecten-veneris,Shepherd's-needle,Plantae,56843,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Apiales,,,Apiaceae,Apioideae,,Scandiceae,Scandicinae,Scandix,,Scandix pecten-veneris,,,,
72206354,2021-03-27 4:36:26 PM CDT,2021-03-27,2021-03-27 23:36:26 UTC,Pacific Time (US & Canada),23600,cyrusharp,Cyrus Harp,2021-03-27 21:37:21 UTC,2023-11-28 06:09:28 UTC,research,CC-BY-SA,https://www.inaturalist.org/observations/72206354,https://inaturalist-open-data.s3.amazonaws.com/photos/117685631/medium.jpeg,,"",,1,0,false,2,30.263089,-97.7737745,Mexican Chickweed,Stellaria cuspidata,Mexican Chickweed,Plantae,169336,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Caryophyllaceae,,,Alsineae,,Stellaria,,Stellaria cuspidata,,,,
72206643,2021-03-27 4:38:36 PM CDT,2021-03-27,2021-03-27 23:38:36 UTC,Pacific Time (US & Canada),23600,cyrusharp,Cyrus Harp,2021-03-27 21:40:03 UTC,2023-11-28 06:09:28 UTC,research,CC-BY-SA,https://www.inaturalist.org/observations/72206643,https://inaturalist-open-data.s3.amazonaws.com/photos/117686204/medium.jpeg,,"",,2,0,false,2,30.2636526106,-97.7738960925,Black Medick,Medicago lupulina,Black Medick,Plantae,57056,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fabales,,,Fabaceae,Faboideae,,Trifolieae,,Medicago,,Medicago lupulina,,,,
72206906,2021-03-27 4:40:35 PM CDT,2021-03-27,2021-03-27 23:40:35 UTC,Pacific Time (US & Canada),23600,cyrusharp,Cyrus Harp,2021-03-27 21:42:14 UTC,2023-11-28 06:09:28 UTC,research,CC-BY-SA,https://www.inaturalist.org/observations/72206906,https://inaturalist-open-data.s3.amazonaws.com/photos/117686677/medium.jpeg,,"",,1,0,false,2,30.2637055842,-97.7738311328,Carolina crane's-bill,Geranium carolinianum,Carolina crane's-bill,Plantae,58917,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Geraniales,,,Geraniaceae,,,,,Geranium,,Geranium carolinianum,,,,
72208182,2021-03-27 4:53:19 PM CDT,2021-03-27,2021-03-27 23:53:19 UTC,Pacific Time (US & Canada),23600,cyrusharp,Cyrus Harp,2021-03-27 21:54:00 UTC,2023-11-28 06:09:28 UTC,research,CC-BY-SA,https://www.inaturalist.org/observations/72208182,https://inaturalist-open-data.s3.amazonaws.com/photos/117688881/medium.jpeg,,"",,1,0,false,2,30.2637139242,-97.7739622258,Cedar Elm,Ulmus crassifolia,Cedar Elm,Plantae,128823,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,Ulmaceae,,,,,Ulmus,,Ulmus crassifolia,,,,
